,Title,Title_link,Comments,CommentsTime,CommentsLike,TransferedTime,Sentiment
189,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Damn. Beck really dropped hard after jade broke up with him,1 week ago,0,13,neg
190,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Ten years later and they look the same,1 week ago,0,13,pos
191,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Maybe this time we'll know their real names,1 week ago,0,13,pos
192,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,our zombie killer family is back ahhhhh,1 week ago,0,13,pos
193,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Finally, a sequel that hopefully won’t embarrass the series...",1 week ago,0,13,pos
194,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I’ve been waiting for years for a part 2,1 week ago,0,13,pos
195,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Abigail Breslin looks old and bad.,1 week ago,0,13,neg
196,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,damn abigail breslin became a hottie,1 week ago,0,13,pos
197,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Shoot to Thrill AC/DC music,1 week ago,0,13,pos
198,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I believe its not gonna hit that hard than the first movie did. =(,1 week ago,0,13,neg
